t,phase_idx,label,surface,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1783534656.605,1,empty,hard floor,528,856,-16920,-1209,-614,50,656
1783534656.615,1,empty,hard floor,552,800,-16916,-1225,-614,66,672
1783534656.625,1,empty,hard floor,512,928,-16868,-1220,-608,83,688
1783534656.635,1,empty,hard floor,540,772,-16848,-1209,-608,60,640
1783534656.645,1,empty,hard floor,552,840,-16932,-1219,-608,55,624
1783534656.655,1,empty,hard floor,508,808,-16908,-1212,-621,67,640
1783534656.665,1,empty,hard floor,572,832,-16916,-1253,-626,55,656
1783534656.675,1,empty,hard floor,548,860,-16800,-1192,-626,69,640
1783534656.685,1,empty,hard floor,556,780,-16876,-1206,-631,69,656
1783534656.695,1,empty,hard floor,608,808,-16844,-1213,-617,41,672
1783534656.705,1,empty,hard floor,556,924,-16908,-1211,-643,52,656
1783534656.715,1,empty,hard floor,492,916,-16976,-1223,-614,70,672
1783534656.724,1,empty,hard floor,576,852,-16980,-1220,-625,72,656
1783534656.736,1,empty,hard floor,608,732,-16856,-1220,-601,54,672
1783534656.747,1,empty,hard floor,548,888,-16944,-1202,-604,59,656
1783534656.758,1,empty,hard floor,488,812,-16924,-1189,-605,54,672
1783534656.769,1,empty,hard floor,596,812,-16780,-1223,-596,85,656
1783534656.780,1,empty,hard floor,624,812,-16836,-1213,-620,53,640
1783534656.791,1,empty,hard floor,608,776,-16728,-1204,-608,86,656
1783534656.802,1,empty,hard floor,448,904,-16940,-1210,-621,74,672
1783534656.813,1,empty,hard floor,548,800,-16896,-1200,-624,79,656
1783534656.824,1,empty,hard floor,580,820,-16868,-1237,-622,38,672
1783534656.834,1,empty,hard floor,604,888,-17016,-1218,-625,65,656
1783534656.843,1,empty,hard floor,484,848,-16856,-1223,-618,60,672
1783534656.852,1,empty,hard floor,660,812,-16812,-1185,-624,63,624
1783534656.861,1,empty,hard floor,500,816,-16792,-1201,-610,44,640
1783534656.870,1,empty,hard floor,596,856,-16988,-1223,-608,66,656
1783534656.880,1,empty,hard floor,516,872,-16968,-1208,-618,57,640
1783534656.889,1,empty,hard floor,536,864,-16860,-1196,-605,78,688
1783534656.898,1,empty,hard floor,552,784,-16988,-1204,-652,54,640
1783534656.907,1,empty,hard floor,512,904,-16952,-1213,-619,75,688
1783534656.916,1,empty,hard floor,564,780,-16852,-1202,-616,44,672
1783534656.925,1,empty,hard floor,540,828,-16868,-1235,-599,62,672
1783534656.935,1,empty,hard floor,572,788,-17000,-1225,-637,96,672
1783534656.945,1,empty,hard floor,528,816,-16876,-1204,-633,62,656
1783534656.955,1,empty,hard floor,564,788,-16832,-1209,-600,59,640
1783534656.965,1,empty,hard floor,572,900,-16820,-1226,-608,78,688
1783534656.975,1,empty,hard floor,532,800,-16920,-1261,-609,66,672
1783534656.985,1,empty,hard floor,564,848,-16952,-1196,-630,39,640
1783534656.995,1,empty,hard floor,540,888,-16784,-1221,-610,42,656
1783534657.005,1,empty,hard floor,556,844,-17068,-1200,-599,43,640
1783534657.015,1,empty,hard floor,464,924,-16932,-1215,-612,60,624
1783534657.025,1,empty,hard floor,452,888,-16848,-1213,-600,61,640
1783534657.035,1,empty,hard floor,540,916,-16916,-1204,-620,74,656
1783534657.045,1,empty,hard floor,484,804,-16892,-1193,-618,45,640
1783534657.055,1,empty,hard floor,516,788,-16944,-1204,-611,66,688
1783534657.065,1,empty,hard floor,552,892,-16844,-1216,-611,79,640
1783534657.075,1,empty,hard floor,560,876,-16964,-1227,-624,58,656
1783534657.085,1,empty,hard floor,572,804,-16772,-1221,-607,44,640
1783534657.095,1,empty,hard floor,540,860,-16944,-1189,-635,61,656
1783534657.105,1,empty,hard floor,520,896,-16808,-1217,-620,51,640
1783534657.115,1,empty,hard floor,520,752,-16908,-1213,-637,42,656
1783534657.125,1,empty,hard floor,552,840,-16768,-1234,-604,49,672
1783534657.135,1,empty,hard floor,552,804,-16956,-1212,-626,65,656
1783534657.145,1,empty,hard floor,544,812,-16768,-1211,-636,62,672
1783534657.155,1,empty,hard floor,516,1000,-16900,-1202,-627,65,656
1783534657.165,1,empty,hard floor,544,884,-16900,-1232,-617,66,672
1783534657.175,1,empty,hard floor,468,872,-16840,-1234,-629,79,640
1783534657.185,1,empty,hard floor,608,800,-16880,-1228,-617,91,672
1783534657.195,1,empty,hard floor,536,856,-16944,-1193,-631,56,624
1783534657.205,1,empty,hard floor,496,848,-16860,-1208,-611,56,656
1783534657.215,1,empty,hard floor,564,792,-16992,-1238,-629,59,640
1783534657.225,1,empty,hard floor,576,864,-16976,-1227,-602,47,624
1783534657.235,1,empty,hard floor,688,772,-16860,-1224,-603,57,704
1783534657.245,1,empty,hard floor,580,752,-16912,-1224,-605,76,656
1783534657.255,1,empty,hard floor,516,928,-16988,-1216,-611,71,672
1783534657.265,1,empty,hard floor,512,756,-16756,-1204,-619,55,624
1783534657.275,1,empty,hard floor,556,876,-16900,-1221,-609,75,672
1783534657.285,1,empty,hard floor,528,792,-16848,-1227,-615,77,688
1783534657.295,1,empty,hard floor,484,724,-16932,-1210,-607,58,640
1783534657.305,1,empty,hard floor,604,820,-16980,-1214,-624,57,656
1783534657.315,1,empty,hard floor,644,864,-16884,-1215,-619,72,672
1783534657.325,1,empty,hard floor,504,848,-16968,-1226,-633,73,656
1783534657.336,1,empty,hard floor,512,800,-16908,-1192,-622,56,672
1783534657.347,1,empty,hard floor,480,812,-16984,-1211,-614,64,656
1783534657.358,1,empty,hard floor,568,948,-16772,-1209,-594,66,640
1783534657.369,1,empty,hard floor,632,796,-16884,-1223,-600,51,656
1783534657.380,1,empty,hard floor,560,896,-16864,-1188,-627,74,640
1783534657.392,1,empty,hard floor,540,940,-16828,-1218,-640,61,624
1783534657.403,1,empty,hard floor,564,800,-16976,-1213,-619,56,672
1783534657.414,1,empty,hard floor,464,844,-16872,-1209,-626,63,624
1783534657.425,1,empty,hard floor,576,812,-16984,-1222,-618,54,640
1783534657.434,1,empty,hard floor,512,832,-16796,-1218,-634,74,624
1783534657.443,1,empty,hard floor,492,864,-16804,-1215,-624,73,640
1783534657.452,1,empty,hard floor,504,868,-16956,-1216,-617,72,656
1783534657.461,1,empty,hard floor,552,828,-16920,-1199,-623,49,640
1783534657.471,1,empty,hard floor,500,792,-16800,-1208,-614,51,656
1783534657.480,1,empty,hard floor,524,796,-16908,-1212,-621,66,672
1783534657.489,1,empty,hard floor,492,848,-16844,-1229,-605,71,624
1783534657.498,1,empty,hard floor,520,880,-16812,-1204,-603,55,672
1783534657.507,1,empty,hard floor,428,920,-17032,-1226,-626,77,640
1783534657.516,1,empty,hard floor,588,768,-16896,-1200,-637,53,672
1783534657.525,1,empty,hard floor,548,792,-17072,-1214,-618,52,656
1783534657.535,1,empty,hard floor,540,816,-16924,-1200,-606,73,672
1783534657.545,1,empty,hard floor,472,764,-16888,-1199,-631,65,656
1783534657.555,1,empty,hard floor,540,776,-16880,-1191,-620,61,672
1783534657.565,1,empty,hard floor,488,828,-16872,-1209,-613,81,656
1783534657.575,1,empty,hard floor,556,836,-16900,-1223,-626,59,640
1783534657.585,1,empty,hard floor,464,864,-16848,-1218,-625,53,672
1783534657.595,1,empty,hard floor,684,780,-16948,-1204,-624,57,672
1783534657.605,1,empty,hard floor,452,812,-16904,-1228,-614,58,640
1783534657.614,1,empty,hard floor,604,780,-16964,-1198,-612,52,656
1783534657.624,1,empty,hard floor,544,836,-16964,-1233,-620,58,640
1783534657.634,1,empty,hard floor,528,808,-17000,-1209,-626,69,656
1783534657.645,1,empty,hard floor,504,844,-16916,-1188,-647,56,704
1783534657.655,1,empty,hard floor,552,904,-16884,-1209,-631,65,656
1783534657.665,1,empty,hard floor,592,856,-16976,-1211,-628,52,672
1783534657.675,1,empty,hard floor,496,792,-16972,-1219,-616,54,624
1783534657.685,1,empty,hard floor,492,888,-16976,-1204,-607,45,640
1783534657.695,1,empty,hard floor,508,988,-16964,-1203,-616,73,656
1783534657.705,1,empty,hard floor,604,844,-17008,-1204,-632,69,608
1783534657.715,1,empty,hard floor,504,844,-16892,-1208,-629,58,656
1783534657.725,1,empty,hard floor,604,916,-16944,-1216,-598,69,672
1783534657.735,1,empty,hard floor,572,800,-16904,-1227,-598,63,624
1783534657.745,1,empty,hard floor,544,856,-16852,-1209,-627,52,672
1783534657.755,1,empty,hard floor,504,892,-16828,-1214,-619,60,656
1783534657.765,1,empty,hard floor,572,784,-16996,-1189,-637,58,640
1783534657.775,1,empty,hard floor,684,856,-16980,-1230,-634,80,624
1783534657.785,1,empty,hard floor,544,872,-16964,-1229,-631,59,672
1783534657.795,1,empty,hard floor,564,888,-16824,-1224,-625,67,624
1783534657.805,1,empty,hard floor,572,768,-16752,-1201,-607,54,640
1783534657.815,1,empty,hard floor,492,924,-16800,-1206,-608,75,688
1783534657.825,1,empty,hard floor,532,952,-16964,-1211,-623,56,672
1783534657.836,2,sit_down_normal,hard floor,588,864,-16968,-1205,-660,71,640
1783534657.846,2,sit_down_normal,hard floor,556,912,-16908,-1205,-611,71,640
1783534657.857,2,sit_down_normal,hard floor,544,800,-16828,-1203,-621,80,656
1783534657.868,2,sit_down_normal,hard floor,564,896,-16836,-1206,-615,51,640
1783534657.878,2,sit_down_normal,hard floor,496,780,-16868,-1230,-623,65,656
1783534657.889,2,sit_down_normal,hard floor,476,720,-16876,-1209,-618,53,688
1783534657.899,2,sit_down_normal,hard floor,524,944,-16944,-1231,-642,43,640
1783534657.910,2,sit_down_normal,hard floor,424,772,-16940,-1190,-621,62,656
1783534657.920,2,sit_down_normal,hard floor,508,848,-16880,-1186,-616,72,640
1783534657.931,2,sit_down_normal,hard floor,604,748,-16872,-1213,-623,67,656
1783534657.940,2,sit_down_normal,hard floor,536,836,-17048,-1209,-624,65,640
1783534657.950,2,sit_down_normal,hard floor,480,888,-16836,-1200,-625,52,656
1783534657.959,2,sit_down_normal,hard floor,568,752,-17060,-1206,-612,53,640
1783534657.968,2,sit_down_normal,hard floor,504,696,-16832,-1218,-597,52,624
1783534657.978,2,sit_down_normal,hard floor,516,816,-16944,-1182,-607,66,640
1783534657.987,2,sit_down_normal,hard floor,672,872,-16808,-1233,-601,52,656
1783534657.997,2,sit_down_normal,hard floor,620,820,-16972,-1237,-619,59,640
1783534658.006,2,sit_down_normal,hard floor,536,720,-16952,-1210,-618,54,624
1783534658.016,2,sit_down_normal,hard floor,488,872,-17020,-1174,-642,52,640
1783534658.025,2,sit_down_normal,hard floor,536,848,-16880,-1218,-631,50,656
1783534658.036,2,sit_down_normal,hard floor,484,864,-16788,-1226,-620,73,640
1783534658.048,2,sit_down_normal,hard floor,536,892,-16864,-1222,-627,36,624
1783534658.059,2,sit_down_normal,hard floor,636,792,-16848,-1229,-629,74,640
1783534658.070,2,sit_down_normal,hard floor,536,956,-16836,-1201,-615,66,688
1783534658.081,2,sit_down_normal,hard floor,560,820,-16900,-1201,-616,58,672
1783534658.092,2,sit_down_normal,hard floor,496,808,-16952,-1230,-617,93,656
1783534658.103,2,sit_down_normal,hard floor,536,820,-17024,-1209,-633,80,640
1783534658.114,2,sit_down_normal,hard floor,504,936,-16924,-1202,-605,60,656
1783534658.125,2,sit_down_normal,hard floor,468,832,-16884,-1182,-641,47,672
1783534658.134,2,sit_down_normal,hard floor,544,884,-16860,-1224,-609,70,656
1783534658.143,2,sit_down_normal,hard floor,532,780,-16796,-1206,-597,33,672
1783534658.152,2,sit_down_normal,hard floor,520,760,-17024,-1204,-623,58,624
1783534658.161,2,sit_down_normal,hard floor,652,940,-16892,-1223,-630,52,640
1783534658.170,2,sit_down_normal,hard floor,568,744,-16964,-1211,-621,76,672
1783534658.179,2,sit_down_normal,hard floor,556,836,-16952,-1197,-618,39,640
1783534658.188,2,sit_down_normal,hard floor,464,848,-16876,-1227,-605,83,656
1783534658.197,2,sit_down_normal,hard floor,556,872,-16848,-1229,-607,63,608
1783534658.207,2,sit_down_normal,hard floor,488,888,-16904,-1207,-623,74,672
1783534658.216,2,sit_down_normal,hard floor,644,680,-16852,-1202,-626,49,656
1783534658.225,2,sit_down_normal,hard floor,572,924,-16848,-1215,-609,87,640
1783534658.235,2,sit_down_normal,hard floor,584,920,-16884,-1225,-625,48,656
1783534658.245,2,sit_down_normal,hard floor,576,932,-16860,-1222,-621,61,640
1783534658.255,2,sit_down_normal,hard floor,532,820,-16868,-1213,-606,69,624
1783534658.265,2,sit_down_normal,hard floor,536,896,-16768,-1196,-634,72,640
1783534658.275,2,sit_down_normal,hard floor,480,704,-16848,-1200,-608,49,624
1783534658.285,2,sit_down_normal,hard floor,540,916,-16796,-1226,-603,42,640
1783534658.295,2,sit_down_normal,hard floor,608,856,-16964,-1230,-592,48,624
1783534658.305,2,sit_down_normal,hard floor,480,904,-16896,-1190,-599,45,672
1783534658.315,2,sit_down_normal,hard floor,516,788,-16956,-1206,-638,62,624
1783534658.325,2,sit_down_normal,hard floor,556,796,-16964,-1218,-623,63,640
1783534658.336,2,sit_down_normal,hard floor,612,844,-16912,-1211,-615,51,656
1783534658.347,2,sit_down_normal,hard floor,456,780,-16940,-1216,-614,50,640
1783534658.358,2,sit_down_normal,hard floor,608,768,-16872,-1221,-619,71,624
1783534658.369,2,sit_down_normal,hard floor,588,848,-17024,-1209,-607,45,672
1783534658.380,2,sit_down_normal,hard floor,516,864,-16996,-1209,-616,59,624
1783534658.391,2,sit_down_normal,hard floor,556,864,-16944,-1209,-611,73,672
1783534658.402,2,sit_down_normal,hard floor,552,868,-16912,-1233,-622,59,656
1783534658.413,2,sit_down_normal,hard floor,580,852,-16796,-1204,-611,56,640
1783534658.424,2,sit_down_normal,hard floor,616,788,-16716,-1219,-620,67,656
1783534658.434,2,sit_down_normal,hard floor,600,880,-16948,-1223,-610,52,672
1783534658.443,2,sit_down_normal,hard floor,500,780,-16856,-1238,-611,56,688
1783534658.452,2,sit_down_normal,hard floor,472,800,-16892,-1207,-624,54,640
1783534658.461,2,sit_down_normal,hard floor,604,784,-16812,-1208,-611,96,688
1783534658.470,2,sit_down_normal,hard floor,540,896,-16864,-1189,-628,54,672
1783534658.479,2,sit_down_normal,hard floor,444,860,-16912,-1215,-587,79,656
1783534658.488,2,sit_down_normal,hard floor,588,860,-16796,-1227,-620,42,672
1783534658.497,2,sit_down_normal,hard floor,524,836,-16876,-1216,-631,55,640
1783534658.506,2,sit_down_normal,hard floor,540,744,-16936,-1201,-641,59,640
1783534658.515,2,sit_down_normal,hard floor,568,780,-16868,-1227,-622,60,656
1783534658.524,2,sit_down_normal,hard floor,508,756,-16872,-1215,-608,49,640
1783534658.534,2,sit_down_normal,hard floor,520,908,-16924,-1240,-599,65,656
1783534658.544,2,sit_down_normal,hard floor,528,844,-16812,-1199,-619,68,672
1783534658.554,2,sit_down_normal,hard floor,564,824,-16876,-1221,-613,62,656
1783534658.564,2,sit_down_normal,hard floor,632,840,-17012,-1210,-626,85,672
1783534658.574,2,sit_down_normal,hard floor,532,844,-16944,-1219,-599,58,672
1783534658.584,2,sit_down_normal,hard floor,624,820,-16868,-1224,-612,47,672
1783534658.594,2,sit_down_normal,hard floor,496,864,-16908,-1215,-641,52,656
1783534658.604,2,sit_down_normal,hard floor,536,744,-16852,-1211,-624,59,640
1783534658.614,2,sit_down_normal,hard floor,560,864,-16808,-1211,-618,43,656
1783534658.624,2,sit_down_normal,hard floor,484,760,-16932,-1199,-615,47,656
1783534658.635,2,sit_down_normal,hard floor,572,928,-17008,-1211,-587,70,672
1783534658.647,2,sit_down_normal,hard floor,620,868,-16864,-1205,-644,68,656
1783534658.658,2,sit_down_normal,hard floor,548,804,-17020,-1206,-632,63,640
1783534658.669,2,sit_down_normal,hard floor,456,876,-16792,-1221,-606,84,656
1783534658.680,2,sit_down_normal,hard floor,500,864,-16848,-1218,-627,59,672
1783534658.691,2,sit_down_normal,hard floor,500,864,-16928,-1199,-621,53,656
1783534658.702,2,sit_down_normal,hard floor,460,880,-16872,-1212,-632,54,640
1783534658.713,2,sit_down_normal,hard floor,508,796,-16956,-1196,-634,56,656
1783534658.724,2,sit_down_normal,hard floor,576,880,-16848,-1222,-627,54,640
1783534658.733,2,sit_down_normal,hard floor,544,876,-16828,-1195,-616,75,624
1783534658.743,2,sit_down_normal,hard floor,596,876,-16928,-1206,-612,77,640
1783534658.752,2,sit_down_normal,hard floor,500,912,-16868,-1196,-634,55,656
1783534658.761,2,sit_down_normal,hard floor,504,740,-16912,-1207,-610,56,640
1783534658.770,2,sit_down_normal,hard floor,440,840,-16948,-1209,-645,51,656
1783534658.779,2,sit_down_normal,hard floor,516,796,-16880,-1208,-624,81,640
1783534658.788,2,sit_down_normal,hard floor,532,840,-16908,-1202,-630,57,656
1783534658.797,2,sit_down_normal,hard floor,484,820,-17052,-1221,-617,68,672
1783534658.806,2,sit_down_normal,hard floor,528,836,-16912,-1207,-605,62,656
1783534658.815,2,sit_down_normal,hard floor,616,808,-16928,-1223,-621,50,640
1783534658.824,2,sit_down_normal,hard floor,580,840,-16916,-1203,-615,69,672
1783534658.834,2,sit_down_normal,hard floor,584,824,-16940,-1187,-621,55,640
1783534658.845,2,sit_down_normal,hard floor,548,804,-16944,-1207,-629,69,656
1783534658.855,2,sit_down_normal,hard floor,564,840,-16864,-1208,-615,69,672
1783534658.865,2,sit_down_normal,hard floor,536,872,-16884,-1208,-613,69,656
1783534658.875,2,sit_down_normal,hard floor,692,824,-17032,-1195,-633,61,640
1783534658.885,2,sit_down_normal,hard floor,552,852,-16848,-1211,-608,72,656
1783534658.895,2,sit_down_normal,hard floor,496,824,-16984,-1212,-600,87,640
1783534658.905,2,sit_down_normal,hard floor,580,804,-16880,-1236,-608,60,640
1783534658.915,2,sit_down_normal,hard floor,576,840,-16760,-1209,-604,58,640
1783534658.925,2,sit_down_normal,hard floor,464,804,-16888,-1192,-600,56,640
1783534658.935,2,sit_down_normal,hard floor,600,848,-16768,-1197,-622,63,656
1783534658.945,2,sit_down_normal,hard floor,484,824,-16944,-1209,-607,49,640
1783534658.955,2,sit_down_normal,hard floor,584,868,-16768,-1233,-618,68,624
1783534658.965,2,sit_down_normal,hard floor,608,828,-16816,-1203,-598,55,640
1783534658.975,2,sit_down_normal,hard floor,524,792,-17004,-1218,-626,44,656
1783534658.985,2,sit_down_normal,hard floor,484,788,-16884,-1197,-596,60,672
1783534658.995,2,sit_down_normal,hard floor,564,984,-16792,-1223,-597,65,656
1783534659.005,2,sit_down_normal,hard floor,536,952,-16944,-1209,-629,55,672
1783534659.015,2,sit_down_normal,hard floor,532,748,-16856,-1225,-618,70,624
1783534659.025,2,sit_down_normal,hard floor,488,840,-16836,-1205,-610,66,672
1783534659.035,2,sit_down_normal,hard floor,564,844,-16852,-1240,-617,50,656
1783534659.045,2,sit_down_normal,hard floor,568,804,-16856,-1229,-602,53,672
1783534659.055,2,sit_down_normal,hard floor,500,844,-16840,-1206,-613,51,656
1783534659.065,2,sit_down_normal,hard floor,528,784,-16836,-1215,-645,32,640
1783534659.075,2,sit_down_normal,hard floor,552,784,-16816,-1206,-645,49,656
1783534659.085,2,sit_down_normal,hard floor,596,888,-16860,-1228,-626,65,640
1783534659.095,2,sit_down_normal,hard floor,572,784,-16928,-1208,-634,70,656
1783534659.105,2,sit_down_normal,hard floor,604,808,-16964,-1207,-610,49,640
1783534659.115,2,sit_down_normal,hard floor,576,712,-16908,-1226,-599,69,624
1783534659.125,2,sit_down_normal,hard floor,648,816,-16928,-1201,-616,74,672
1783534659.135,2,sit_down_normal,hard floor,428,728,-16856,-1204,-639,57,656
1783534659.145,2,sit_down_normal,hard floor,508,740,-16880,-1211,-607,52,672
