# river=feather scale_factor=10000.0 threshold=358.900
frame	cfs	norm	scaled	high_variation
589	1750.0	0.175	35.0	0
590	1670.0	0.167	33.4	0
591	1670.0	0.167	33.4	0
592	1650.0	0.165	33.0	0
593	1650.0	0.165	33.0	0
594	1650.0	0.165	33.0	0
595	1650.0	0.165	33.0	0
596	1650.0	0.165	33.0	0
597	1650.0	0.165	33.0	0
598	1660.0	0.166	33.2	0
599	1650.0	0.165	33.0	0
600	1660.0	0.166	33.2	0
601	1660.0	0.166	33.2	0
602	1660.0	0.166	33.2	0
603	1660.0	0.166	33.2	0
604	1660.0	0.166	33.2	0
605	1660.0	0.166	33.2	0
606	1650.0	0.165	33.0	0
607	1650.0	0.165	33.0	0
608	1540.0	0.154	30.8	0
609	1540.0	0.154	30.8	0
610	1350.0	0.135	27.0	0
611	1350.0	0.135	27.0	0
612	1140.0	0.114	22.8	0
613	1140.0	0.114	22.8	0
614	1040.0	0.104	20.8	0
615	1040.0	0.104	20.8	0
616	1050.0	0.105	21.0	0
617	1050.0	0.105	21.0	0
618	1050.0	0.105	21.0	0
619	1050.0	0.105	21.0	0
620	1050.0	0.105	21.0	0
621	1050.0	0.105	21.0	0
622	1050.0	0.105	21.0	0
623	1050.0	0.105	21.0	0
624	1050.0	0.105	21.0	0
625	1050.0	0.105	21.0	0
626	1050.0	0.105	21.0	0
627	1050.0	0.105	21.0	0
628	1050.0	0.105	21.0	0
629	1050.0	0.105	21.0	0
630	1050.0	0.105	21.0	0
631	1050.0	0.105	21.0	0
632	1050.0	0.105	21.0	0
633	1050.0	0.105	21.0	0
634	1050.0	0.105	21.0	0
635	1050.0	0.105	21.0	0
636	1050.0	0.105	21.0	0
637	1050.0	0.105	21.0	0
638	1050.0	0.105	21.0	0
639	1050.0	0.105	21.0	0
640	1050.0	0.105	21.0	0
641	1050.0	0.105	21.0	0
642	1050.0	0.105	21.0	0
643	1050.0	0.105	21.0	0
644	1050.0	0.105	21.0	0
645	1050.0	0.105	21.0	0
646	1490.0	0.149	29.8	0
647	1490.0	0.149	29.8	0
648	1850.0	0.185	37.0	0
649	1850.0	0.185	37.0	0
650	1740.0	0.174	34.8	0
651	1740.0	0.174	34.8	0
652	1650.0	0.165	33.0	0
653	1650.0	0.165	33.0	0
654	1580.0	0.158	31.6	0
655	1580.0	0.158	31.6	0
656	1450.0	0.145	29.0	0
657	1450.0	0.145	29.0	0
658	1450.0	0.145	29.0	0
659	1450.0	0.145	29.0	0
660	1450.0	0.145	29.0	0
661	1450.0	0.145	29.0	0
662	1340.0	0.134	26.8	0
663	1340.0	0.134	26.8	0
664	1250.0	0.125	25.0	0
665	1250.0	0.125	25.0	0
666	1250.0	0.125	25.0	0
667	1250.0	0.125	25.0	0
668	1250.0	0.125	25.0	0
669	1250.0	0.125	25.0	0
670	1580.0	0.158	31.6	0
671	1580.0	0.158	31.6	0
672	1850.0	0.185	37.0	0
673	1850.0	0.185	37.0	0
674	1850.0	0.185	37.0	0
675	1850.0	0.185	37.0	0
676	1850.0	0.185	37.0	0
677	1850.0	0.185	37.0	0
678	2300.0	0.23	46.0	0
679	2300.0	0.23	46.0	0
680	2920.0	0.292	58.4	0
681	2920.0	0.292	58.4	0
682	3420.0	0.342	68.4	0
683	3420.0	0.342	68.4	0
684	3650.0	0.365	73.0	0
685	3650.0	0.365	73.0	0
686	3650.0	0.365	73.0	0
687	3650.0	0.365	73.0	0
688	3650.0	0.365	73.0	0
689	3650.0	0.365	73.0	0
690	3660.0	0.366	73.2	0
691	3660.0	0.366	73.2	0
692	3650.0	0.365	73.0	0
693	3650.0	0.365	73.0	0
694	3650.0	0.365	73.0	0
695	3650.0	0.365	73.0	0
696	3650.0	0.365	73.0	0
697	3650.0	0.365	73.0	0
698	3650.0	0.365	73.0	0
699	3650.0	0.365	73.0	0
700	3650.0	0.365	73.0	0
701	3650.0	0.365	73.0	0
702	3650.0	0.365	73.0	0
703	3650.0	0.365	73.0	0
704	3650.0	0.365	73.0	0
705	3650.0	0.365	73.0	0
706	3540.0	0.354	70.8	0
707	3540.0	0.354	70.8	0
708	3450.0	0.345	69.0	0
709	3450.0	0.345	69.0	0
710	3450.0	0.345	69.0	0
711	3450.0	0.345	69.0	0
712	3360.0	0.336	67.2	0
713	3360.0	0.336	67.2	0
714	3300.0	0.33	66.0	0
715	3300.0	0.33	66.0	0
716	3300.0	0.33	66.0	0
717	3300.0	0.33	66.0	0
718	5360.0	0.536	107.2	0
719	7310.0	0.731	146.2	1
